Annotation_Accession,host,isolation_source,Manual_Annotation
GCF_002164805.3_ASM216480v3,Homo sapiens,NA,Humans
GCF_002007805.1_ASM200780v1,NA,sewage water,Human-impacted
GCF_013315675.1_ASM1331567v1,Homo sapiens,rectal swab from healthy college student,Humans
GCF_002163895.1_ASM216389v1,Homo sapiens,sputum,Humans
GCF_000224745.1_ASM22474v1,NA,not provided; submitted under MIGS 2.1,NA
GCF_002753015.1_ASM275301v1,NA,NA,NA
GCF_001956985.1_ASM195698v1,NA,sphagnum peat,Soil
GCF_003010875.1_ASM301087v1,NA,blood,Humans
GCF_009913675.1_ASM991367v1,NA,Pickled Green Chili Peppers,Food
GCF_009295885.1_ASM929588v1,NA,wheat sourdough,Food
GCF_001856165.1_IBB477v1,NA,raw milk,Livestock
GCF_003966365.1_Acetorien_assembly01,NA,isolated from commercially available Caspian Sea yogurt,Food
GCF_002156805.1_ASM215680v1,Neophocaena asiaeorientalis,Blowhole swab,Animals
GCF_012220585.1_ASM1222058v1,pig,feces,Livestock
GCF_000487295.3_ASM48729v3,NA,NA,NA
GCF_013376955.1_ASM1337695v1,NA,chicken,Livestock
GCF_001693635.1_ASM169363v1,Homo sapiens,feces,Humans
GCF_001969305.1_ASM196930v1,NA,soil,Soil
GCF_000832635.1_ASM83263v1,NA,NA,NA
GCF_000834905.1_ASM83490v1,Rat,NA,Animals
GCF_009834285.1_ASM983428v1,Homo sapiens,blood,Humans
GCF_001806405.1_ASM180640v1,Homo sapiens,Sputum,Humans
GCF_013001025.1_ASM1300102v1,NA,River sediment contaminated by e-waste,Human-impacted
GCF_003710185.1_ASM371018v1,Homo sapiens,patient in 2006 peanut associated outbreak,Humans
GCF_003146655.1_ASM314665v1,Homo sapiens,Peri-rectal,Humans
GCF_002214725.1_ASM221472v1,NA,Korean fermented food,Food
GCF_010537155.1_ASM1053715v1,Canis lupus familiaris,feces,Livestock
GCF_004120075.1_ASM412007v1,Homo sapiens,end of the catheter,Humans
GCF_002906395.1_ASM290639v1,NA,NA,NA
GCF_003069525.1_ASM306952v1,NA,NA,NA
GCF_000968135.1_ASM96813v1,NA,NA,NA
GCF_002738145.1_ASM273814v1,Homo sapiens,fecal screen,Humans
GCF_009709215.1_ASM970921v1,Oncorhynchus kisutch,NA,Animals
GCF_000724305.2_BKT2873_1.0,chicken,NA,Livestock
GCF_005160365.1_ASM516036v1,Homo sapiens,NA,Humans
GCF_002848645.1_ASM284864v1,Homo sapiens,blood,Humans
GCF_001280405.1_ASM128040v1,Homo sapiens,patient blood,Humans
GCF_003194305.1_ASM319430v1,Homo sapiens,feces,Humans
GCF_003203635.1_ASM320363v1,NA,NA,NA
GCF_003718115.1_ASM371811v1,NA,NA,NA
GCF_000255115.3_ASM25511v3,NA,acid mining effluent decantation pond,Human-impacted
GCF_004758865.1_ASM475886v1,Homo sapiens,blood,Humans
GCF_002012085.1_ASM201208v1,Homo sapiens,NA,Humans
GCF_900699025.1_BuCipseudotaxifoliae_v2.0,NA,host's whole body,NA
GCF_004848685.1_ASM484868v1,Homo sapiens,NA,Humans
GCF_003051885.1_ASM305188v1,NA,Woodchip bioreactor,Human-impacted
GCF_002025045.1_ASM202504v1,Homo sapiens,rectal swab,Humans
GCF_000814165.3_ASM81416v3,Homo sapiens,excreted bodily substance,Humans
GCF_001579765.1_ASM157976v1,equine,NA,Livestock
GCF_000220485.1_ASM22048v1,NA,NA,NA
GCF_001922065.1_ASM192206v1,Citrus hystrix,citrus leaf,Agriculture
GCF_004337615.1_ASM433761v1,NA,kimchi,Food
GCF_000286615.1_gacin07v1.0,Homo sapiens,nosocomial spread of war-related,Humans
GCF_000262695.1_ASM26269v1,NA,rice root,Agriculture
GCF_000018565.1_ASM1856v1,NA,NA,NA
GCF_004023565.1_ASM402356v1,Prunus dulcis,NA,Agriculture
GCF_001679985.1_ASM167998v1,NA,swine cecum,Livestock
GCF_008807055.1_ASM880705v1,Homo sapiens,cerebral-spinal fluid,Humans
GCF_002173555.1_ASM217355v1,NA,food,Food
GCF_003058445.1_ASM305844v1,NA,laboratory strain,Human-impacted
GCF_004851605.1_ASM485160v1,NA,deep-sea surface sediment,Sediment
GCF_009856585.1_ASM985658v1,Homo sapiens,NA,Humans
GCF_900240005.1_BStabCH16,NA,contaminated wipes,Human-impacted
GCF_004295685.1_ASM429568v1,NA,NA,NA
GCF_002211685.1_ASM221168v1,NA,wastewater,Human-impacted
GCF_003856635.1_ASM385663v1,Homo sapiens,UTI,Humans
GCF_002094975.1_ASM209497v1,Homo sapiens,saliva,Humans
GCF_002947755.1_ASM294775v1,NA,NA,NA
GCF_005490965.1_ASM549096v1,NA,air,Terrestrial
GCF_009709155.1_ASM970915v1,Oncorhynchus kisutch,NA,Animals
GCF_003627375.1_ASM362737v1,Homo sapiens,healthy infant fecal samples,Humans
GCF_003432245.1_ASM343224v1,NA,NA,NA
GCF_012851115.1_ASM1285111v1,Homo sapiens,puncture fluid,Humans
GCF_003515105.1_ASM351510v1,NA,seawater,Marine
GCF_003288215.1_ASM328821v1,NA,kimchi,Food
GCF_003798285.1_ASM379828v1,Homo sapiens,NA,Humans
GCF_001806465.1_ASM180646v1,Homo sapiens,Sputum,Humans
GCF_000521505.1_ASM52150v1,NA,NA,NA
GCF_003718135.1_ASM371813v1,NA,NA,NA
GCF_000019765.1_ASM1976v1,NA,NA,NA
GCF_002752695.1_ASM275269v1,Homo sapiens,synovial fluid,Humans
GCF_000319165.1_ASM31916v1,NA,NA,NA
GCF_001685605.1_ASM168560v1,NA,soil sample; Enrichment culture with 4-chlorophenol and 2;4-dichlorophenol,Soil
GCF_000318905.1_ASM31890v1,NA,NA,NA
GCF_003325215.1_ASM332521v1,NA,NA,NA
GCF_000438705.2_ASM43870v2,Homo sapiens,NA,Humans
GCF_000830005.1_ASM83000v1,NA,soil,Soil
GCF_001886395.1_ASM188639v1,NA,seawater,Marine
GCF_007724385.1_ASM772438v1,Soybean (Glycine max (L.) Merrill),NA,Agriculture
GCF_008305695.1_ASM830569v1,Homo sapiens,NA,Humans
GCF_001623725.1_ASM162372v1,Bovine,bovine post-intervention carcass,Livestock
GCF_000762955.1_ASM76295v1,Homo sapiens,vagina of healthy woman,Humans
GCF_013085765.1_ASM1308576v1,NA,sludge from bioreactor treating oxytetracycline bearing wastewater,Human-impacted
GCF_003443755.1_ASM344375v1,Homo sapiens,hospital,Humans
GCF_003855335.1_ASM385533v1,Homo sapiens,Blood,Humans
GCF_010320365.1_ASM1032036v1,Homo sapiens,NA,Humans
GCF_003950035.1_ASM395003v1,NA,Rhizosphere soil,Soil
GCF_002999215.3_ASM299921v3,Homo sapiens,NA,Humans
GCF_013256425.1_ASM1325642v1,NA,soil,Soil
GCF_000733715.2_ASM73371v2,NA,rhizosphere soil,Soil
GCF_002368095.1_ASM236809v1,NA,NA,NA
GCF_004379355.1_ASM437935v1,Homo sapiens (respiratory patient),NA,Humans
GCF_006384195.1_ASM638419v1,Homo sapiens,feces,Humans
GCF_013414285.1_ASM1341428v1,NA,sewage sludge,Human-impacted
GCF_000018805.1_ASM1880v1,NA,NA,NA
GCF_001514455.1_ASM151445v1,Sesame,soil,Soil
GCF_002208175.1_ASM220817v1,NA,gladiolus,Plants
GCF_002180315.1_ASM218031v1,NA,NA,NA
GCF_000512835.2_ASM51283v2,NA,NA,NA
GCF_003595365.1_ASM359536v1,Homo sapiens,Perineum,Humans
GCF_003177055.1_ASM317705v1,Glycine soja,plant root,Agriculture
GCF_013487845.1_ASM1348784v1,Equus caballus,NCSU Equine Educational Unit,Livestock
GCF_013421565.1_ASM1342156v1,Homo sapiens,stool,Humans
GCF_011395035.1_ASM1139503v1,NA,Sesbania spp. root nodule,Plants
GCF_005239265.1_ASM523926v1,Homo sapiens,blood,Humans
GCF_001602195.1_ASM160219v1,human oral,NA,Humans
GCF_009730035.1_ASM973003v1,Homo sapiens,clinical isolate,Humans
GCF_002214785.1_ASM221478v1,Homo sapiens,Human stool,Humans
GCF_000317085.1_ASM31708v1,NA,sphagnum bog,Soil
GCF_009363515.1_ASM936351v1,NA,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Human-impacted
GCF_013390345.1_ASM1339034v1,Manis javanica (pangolin),NA,Animals
GCF_002080395.1_ASM208039v1,cat,feces,Livestock
GCF_001889605.1_ASM188960v1,seawater,NA,Marine
GCF_003966385.1_ASM396638v1,Homo sapiens,midstream urine,Humans
GCF_009720185.1_ASM972018v1,NA,soil,Soil
GCF_002787395.1_ASM278739v1,Homo sapiens,wound,Humans
GCF_002381325.1_ASM238132v1,NA,clam aquaculture,Human-impacted
GCF_000835365.1_ASM83536v1,Homo sapiens,NA,Humans
GCF_004919225.1_ASM491922v1,Homo sapiens,NA,Humans
GCF_003343155.1_ASM334315v1,Gallus gallus,deep wounds and lesions,Livestock
GCF_009948655.1_ASM994865v1,NA,goat,Livestock
GCF_001886435.1_ASM188643v1,NA,seawater,Marine
GCF_000626655.2_ASM62665v2,NA,NA,NA
GCF_000981805.1_ASM98180v1,NA,Anaerobic digester,Human-impacted
GCF_008087625.1_ASM808762v1,NA,NA,NA
GCF_005094845.1_ASM509484v1,Homo sapiens,NA,Humans
GCF_001660565.1_ASM166056v1,NA,poultry meat,Food
GCF_000444405.1_ASM44440v1,NA,NA,NA
GCF_005954705.1_ASM595470v1,porcine,NA,Livestock
GCF_002900385.1_ASM290038v1,Paralichthys olivaceus,NA,Animals
GCF_002082705.1_ASM208270v1,Homo sapiens,Pulmonary,Humans
GCF_008632615.1_ASM863261v1,NA,fermented vegetable,Food
GCF_002240355.1_ASM224035v1,NA,ocean sediment,Sediment
GCF_000017405.1_ASM1740v1,NA,NA,NA
GCF_002948475.1_ASM294847v1,Homo sapiens,BAL,Humans
GCF_003665395.1_ASM366539v1,NA,Cheonggukjang,Food
GCF_013305265.1_ASM1330526v1,NA,Orange,Agriculture
GCF_000237205.1_ASM23720v1,NA,NA,NA
GCF_010587175.1_ASM1058717v1,Citrus,NA,Agriculture
GCF_001456275.1_ASM145627v1,Citrus sinensis,leaf,Agriculture
GCF_001006525.1_ASM100652v1,Homo sapiens,blood-culture,Humans
GCF_008370775.1_ASM837077v1,Homo sapiens,NA,Humans
GCF_002201995.1_ASM220199v1,NA,food,Food
GCF_003073935.1_ASM307393v1,NA,NA,NA
GCF_003350605.1_ASM335060v1,Gallus gallus,deep wounds and lesions,Livestock
GCF_010586985.1_ASM1058698v1,NA,NA,NA
GCF_000219415.2_SfreGR64-1.0,Phaseolus vulgaris,NA,Agriculture
GCF_000698845.1_ASM69884v1,Phaseolus vulgaris,nodule,Agriculture
GCF_013267555.1_ASM1326755v1,Homo sapiens,transverse colon,Humans
GCF_009498215.1_ASM949821v1,Prosopis cineraria,nodule,Plants
GCF_001643015.1_ASM164301v1,NA,raw cow milk,Livestock
GCF_002197065.1_ASM219706v1,Medicago sativa,NA,Agriculture
GCF_002633925.1_ASM263392v1,Goat,NA,Livestock
GCF_004296475.1_ASM429647v1,Sipalinus gigas,bacteriome,Animals
GCF_003812205.1_ASM381220v1,Homo sapiens,UCC isolate,Humans
GCF_001941645.1_ASM194164v1,Geodia barretti,marine sponge,Animals
GCF_000182745.1_ASM18274v1,NA,NA,NA
GCF_011752495.1_ASM1175249v1,Homo sapiens,NA,Humans
GCF_001310575.2_ASM131057v2,Shrimp,EMS/AHPND-diseased hepatopancreas,Animals
GCF_013167975.1_ASM1316797v1,Homo sapiens,NA,Humans
GCF_003432165.1_ASM343216v1,NA,NA,NA
GCF_003287015.1_ASM328701v1,Bos taurus,ocular secretion,Livestock
GCF_000268285.2_RPHCH2410v2,NA,maize stem,Agriculture
GCF_013423825.1_ASM1342382v1,NA,sewage,Human-impacted
GCF_002243345.3_ASM224334v3,NA,Euglena gracilis from city ponds,Freshwater
GCF_003359215.2_ASM335921v2,Homo sapiens,NA,Humans
GCF_000148365.1_ASM14836v1,Homo sapiens,isolate from a young female with long term asymptomatic bacteriuria (ABU),Humans
GCF_003666465.1_ASM366646v1,NA,NA,NA
GCF_002208095.1_ASM220809v1,NA,NA,NA
GCF_013187685.1_ASM1318768v1,NA,NA,NA
GCF_000284055.1_ASM28405v1,NA,NA,NA
GCF_000092485.1_ASM9248v1,NA,NA,NA
GCF_000092605.1_ASM9260v1,NA,sewage pipe,Human-impacted
GCF_003627095.1_ASM362709v1,Trypoxylus dichotomus,gut of larva,Animals
GCF_000189735.2_ASM18973v2,NA,NA,NA
GCF_001558935.2_ASM155893v2,Homo sapiens,Stool,Humans
GCF_006007925.1_ASM600792v1,Homo sapiens,urine,Humans
GCF_002763995.1_ASM276399v1,Bos mutus,NA,Animals
GCF_003491345.1_ASM349134v1,Oryza glumipatula,Seeds,Plants
GCF_002836425.1_ASM283642v1,NA,sea ice,Marine
GCF_001456335.3_ASM145633v3,Citrus,NA,Agriculture
GCF_001998865.1_ASM199886v1,marine sediment,NA,Sediment
GCF_900660465.1_50648_A01-3,Homo sapiens,monkey kidney tissue-culture fluids of the FH strain (Eaton Agent Virus),Humans
GCF_012934655.2_ASM1293465v2,Homo sapiens,rectal swab from healthy college student,Humans
GCF_000014465.1_ASM1446v1,NA,NA,NA
GCF_003347075.1_ASM334707v1,Homo sapiens,Feces,Humans
GCF_003037005.2_ASM303700v2,Homo sapiens,NA,Humans
GCF_002174255.1_ASM217425v1,NA,food,Food
GCF_003606225.1_ASM360622v1,chicken,NA,Livestock
GCF_003366075.1_ASM336607v1,NA,reactor sludge,Human-impacted
GCF_000241585.3_ASM24158v3,NA,NA,NA
GCF_001610995.1_ASM161099v1,NA,activated sludge,Human-impacted
GCF_002078415.1_ASM207841v1,NA,Dairy fermentation,Food
GCF_900069965.1_KPN_RH201207,NA,NA,NA
GCF_008369765.1_ASM836976v1,Lutjanus guttatus (Rose snapper),NA,Animals
GCF_012272715.1_ASM1227271v1,Homo sapiens,Bronchoalveolar lavage fluid,Humans
GCF_000202835.1_ASM20283v1,NA,NA,NA
GCF_001718355.1_ASM171835v1,NA,soil,Soil
GCF_006874745.1_ASM687474v1,Canis lupus familiaris,urine,Livestock
GCF_003864015.1_ASM386401v1,NA,chicken tissues,Livestock
GCF_001188735.1_ASM118873v1,NA,NA,NA
GCF_000009205.2_ASM920v2,NA,NA,NA
GCF_003721455.1_ASM372145v1,NA,Neophocaena phocaenoides,Animals
GCF_005221625.1_ASM522162v1,NA,cattle,Livestock
GCF_000283735.1_ASM28373v1,NA,NA,NA
GCF_000339015.1_ASM33901v1,NA,NA,NA
GCF_004919385.1_ASM491938v1,Homo sapiens,NA,Humans
GCF_000191905.1_ASM19190v1,NA,NA,NA
GCF_001718795.1_ASM171879v1,Homo sapiens,CF Maxillary Sinus,Humans
GCF_001723565.1_ASM172356v1,NA,soil,Soil
GCF_002381285.1_ASM238128v1,NA,clam larvae aquaculture,Human-impacted
GCF_013305325.1_ASM1330532v1,Homo sapiens,Rectal swab,Humans
GCF_007833795.1_ASM783379v1,NA,soil,Soil
GCF_000215895.1_ASM21589v1,NA,NA,NA
GCF_009936215.1_ASM993621v1,NA,water,Freshwater
GCF_003606265.1_ASM360626v1,NA,NA,NA
GCF_000439575.1_ASM43957v1,NA,NA,NA
GCF_000183405.1_ASM18340v1,NA,terrestrial hot spring,Terrestrial
GCF_002105635.1_ASM210563v1,NA,barbecue pork,Food
GCF_002073995.1_ASM207399v1,Crassostrea gigas (Pacific oyster),oyster larvae,Animals
GCF_000816785.1_ASM81678v1,NA,Shellfish,Animals
GCF_012934985.1_ASM1293498v1,Homo sapiens,sputum,Humans
GCF_009363715.1_ASM936371v1,NA,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Human-impacted
GCF_001411495.1_ASM141149v1,Allium cepa (onion),NA,Agriculture
GCF_002859105.1_ASM285910v1,Homo sapiens,urine,Humans
GCF_011044335.1_ASM1104433v1,NA,loach,Animals
GCF_003100395.1_ASM310039v1,NA,soil,Soil
GCF_013113715.1_ASM1311371v1,Salvia splendens,flower,Plants
GCF_003815635.1_ASM381563v1,NA,Zimmer water bag,Freshwater
GCF_013374995.1_ASM1337499v1,NA,plant leaf,Plants
GCF_001548355.1_ASM154835v1,NA,NA,NA
GCF_000017645.1_ASM1764v1,NA,NA,NA
GCF_000816965.1_ASM81696v1,NA,ham,Food
GCF_002277935.1_ASM227793v1,Drosophila melanogaster Oregon-R modENCODE,NA,Animals
GCF_000742715.1_ASM74271v1,NA,ATCC,NA
GCF_001729805.1_ASM172980v1,Homo sapiens,NA,Humans
GCF_000020185.1_ASM2018v1,NA,NA,NA
GCF_900699035.1_BuCipiceae_v1.0,NA,host's whole body,NA
GCF_000318785.1_ASM31878v1,NA,NA,NA
GCF_001922385.1_ASM192238v1,NA,NA,NA
GCF_000318985.1_ASM31898v1,NA,NA,NA
GCF_000412205.1_ASM41220v1,NA,NA,NA
GCF_002946595.1_ASM294659v1,NA,hospital sewage,Human-impacted
GCF_012049605.1_ASM1204960v1,Homo sapiens,Diarrheal patient,Humans
GCF_001077965.2_ASM107796v2,Homo sapiens,blood,Humans
GCF_001705545.1_ASM170554v1,NA,strawberry leaf tissue,Agriculture
GCF_002173655.1_ASM217365v1,NA,food,Food
GCF_004118915.1_ASM411891v1,NA,Rectal fecal grab samples from a commercial feedlot,Livestock
GCF_000018385.1_ASM1838v1,NA,NA,NA
GCF_001401455.1_ASM140145v1,NA,NA,NA
GCF_007859575.1_ASM785957v1,NA,retail beef liver,Food
GCF_003182655.1_ASM318265v1,NA,air,Terrestrial
GCF_007954465.1_ASM795446v1,Homo sapiens,Tricuspid valve; septal leaflet,Humans
GCF_000359745.1_Rhizobium_sp.,Phaseolus vulgaris L.,nodules from common bean,Agriculture
GCF_001721105.1_ASM172110v1,Homo sapiens,human blood,Humans
GCF_000217715.1_ASM21771v1,NA,sediment of Lake Shangmatala,Sediment
GCF_002742645.2_ASM274264v2,NA,isolated from activated sludge collected at the Gold Bar wastewater treatment facility,Human-impacted
GCF_008271385.1_ASM827138v1,NA,Heifer vaginal mucus,Livestock
GCF_003181015.1_ASM318101v1,Homo sapiens,NA,Humans
GCF_002285655.1_ASM228565v1,NA,environmental swab,Human-impacted
GCF_006777025.1_ASM677702v1,NA,kimchi,Food
GCF_004923395.1_ASM492339v1,Homo sapiens,Stools,Humans
GCF_009363455.1_ASM936345v1,NA,Surface of a sandy sediment particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Sediment
GCF_009769185.1_ASM976918v1,Gallus gallus,NA,Livestock
GCF_011065365.1_ASM1106536v1,Homo sapiens,feces,Humans
GCF_003073755.1_ASM307375v1,NA,NA,NA
GCF_002119445.1_ASM211944v1,NA,NA,NA
GCF_003855175.1_ASM385517v1,Homo sapiens,pharynx,Humans
GCF_000505685.2_ASM50568v2,NA,NA,NA
GCF_009648555.1_ASM964855v1,Homo sapiens,gastric biopsies; stomach mucosa,Humans
GCF_001870205.1_ASM187020v1,NA,milk,Food
GCF_001307765.1_ASM130776v1,Crassostrea virginica,NA,Animals
GCF_900183995.1_PD5205.1,NA,NA,NA
GCF_001431025.1_VllA_DORA_A_3_16_22_velvet_1.1,Homo sapiens,premature infant gut,Humans
GCF_005280675.1_ASM528067v1,Homosapiens,sputum,Humans
GCF_004924315.1_ASM492431v1,Homo sapiens,urine,Humans
GCF_900637865.1_52683_G03,environmental,Cooling tower water,Human-impacted
GCF_003966815.1_ASM396681v1,NA,NA,NA
GCF_003595325.1_ASM359532v1,Solanum lycopersicum,bacterial wilt-infected tomatoes,Agriculture
GCF_001618365.1_ASM161836v1,Homo sapiens,NA,Humans
GCF_002196495.1_ASM219649v1,Homo sapiens,urine; urinary tract infection,Humans
GCF_001314245.2_ASM131424v2,NA,faecal sample,Humans
GCF_000219255.3_CSt2.0,Mink,NA,Animals
GCF_900234375.1_MFPB16A15_assembly_v1,NA,Beef carpaccio,Food
GCF_004564115.1_ASM456411v1,Homo sapiens,NA,Humans
GCF_002591135.1_ASM259113v1,Homo sapiens,Urine,Humans
GCF_001717955.1_ASM171795v1,Panax ginseng,10 years old rusty ginseng root,Plants
GCF_002237575.1_ASM223757v1,Ellychnia corrusca,NA,Animals
GCF_006228545.1_ASM622854v1,Punica granatum,NA,Agriculture
GCF_000829035.1_ASM82903v1,NA,NA,NA
GCF_001022175.1_ASM102217v1,Homo sapiens,Urine,Humans
GCF_000832605.1_ASM83260v1,NA,Soil,Soil
GCF_005160385.1_ASM516038v1,Homo sapiens,NA,Humans
GCF_006228225.1_ASM622822v1,NA,NA,NA
GCF_001022075.1_ASM102207v1,Homo sapiens,Respiratory,Humans
GCF_008330605.1_ASM833060v1,NA,Meju; fermented soybean,Food
GCF_009708915.1_ASM970891v1,Oncorhynchus mykiss,NA,Animals
GCF_010586905.1_ASM1058690v1,NA,NA,NA
GCF_001307175.1_ASM130717v1,Homo sapiens,Burn Patient,Humans
GCF_005280695.1_ASM528069v1,Homosapiens,blood,Humans
GCF_002138395.1_ASM213839v1,NA,rye silage,Agriculture
GCF_009497735.1_ASM949773v1,Homo sapiens,NA,Humans
GCF_008761475.2_ASM876147v2,NA,NA,NA
GCF_003394085.1_ASM339408v1,NA,dairy,Human-impacted
GCF_000218265.1_ASM21826v1,NA,NA,NA
GCF_002381365.1_ASM238136v1,NA,Pacific plankton,Marine
GCF_001028665.1_ASM102866v1,NA,Soil,Soil
GCF_002753915.1_ASM275391v1,Ovis aries,sheep brocho-alveolar lavage,Livestock
GCF_003627255.1_ASM362725v1,Homo sapiens,healthy infant fecal samples,Humans
GCF_002892005.1_ASM289200v1,NA,zooplankton aquaculture,Human-impacted
GCF_003718275.1_ASM371827v1,NA,NA,NA
GCF_001870185.1_ASM187018v1,Homo sapiens,Blood,Humans
GCF_001314325.1_ASM131432v1,NA,soil,Soil
GCF_000318845.1_ASM31884v1,NA,NA,NA
GCF_009909425.1_ASM990942v1,Homo sapiens,sputum,Humans
GCF_001455145.1_ASM145514v1,Homo sapiens,subgingival dental plaque,Humans
GCF_000527695.1_ASM52769v1,Danaus plexippus,gut of an overwintering female monarch,Animals
GCF_002741015.1_ASM274101v1,Vicia alpestris,nodules,Plants
GCF_003949725.2_ASM394972v2,Homo sapiens,blood,Humans
GCF_002984285.1_ASM298428v1,Homo sapiens,Stool,Humans
GCF_002892185.1_ASM289218v1,NA,zooplankton aquaculture,Human-impacted
GCF_011604485.1_ASM1160448v1,Trifolium pratense,Clover nodules,Plants
GCF_006088755.1_ASM608875v1,NA,soil,Soil
GCF_000006645.1_ASM664v1,NA,NA,NA
GCF_000196395.1_ASM19639v1,NA,NA,NA
GCF_000317435.1_ASM31743v1,NA,unialgal culture in lake water,Freshwater
GCF_007833895.1_ASM783389v1,Homo sapiens,NA,Humans
GCF_004014775.2_ASM401477v2,NA,vinegar,Food
GCF_001753085.1_ASM175308v1,NA,Clinical,Humans
GCF_008032955.1_ASM803295v1,Homo sapiens,NA,Humans
GCF_013285525.1_ASM1328552v1,Fusarium oxysporum f. sp. cucumerinum,hyphae,Animals
GCF_000832885.1_ASM83288v1,NA,NA,NA
GCF_005080885.1_ASM508088v1,Macrosiphoniella sanborni,air,Animals
GCF_002848745.1_ASM284874v1,Homo sapiens,blood,Humans
GCF_013393925.1_ASM1339392v1,Phaeoceros,NA,Plants
GCF_000732925.1_ASM73292v1,NA,soil,Soil
GCF_000008885.1_ASM888v1,Glossina brevipalpis,NA,Animals
GCF_003665675.1_ASM366567v1,Homo sapiens,NA,Humans
GCF_001922465.1_ASM192246v1,NA,NA,NA
GCF_001431765.1_ASM143176v1,NA,Protoplast breeding,Human-impacted
GCF_005889995.1_ASM588999v1,Homo sapiens,NA,Humans
GCF_006965565.1_ASM696556v1,NA,mangrove wetland ecosystem,Sediment
GCF_001717585.1_ASM171758v1,Homo sapiens,Periodontal pocket,Humans
GCF_009738225.1_ASM973822v1,Homo sapiens,4-6 years old child with healthy oral,Humans
GCF_005671375.1_ASM567137v1,Homo sapiens,NA,Humans
GCF_000091545.1_ASM9154v1,NA,NA,NA
GCF_001931555.1_ASM193155v1,chicken,NA,Livestock
GCF_004337655.1_ASM433765v1,NA,fertilizer,Soil
GCF_002173755.1_ASM217375v1,NA,soil,Soil
GCF_900249835.1_CBM2597,NA,NA,NA
GCF_900087905.2_WHOU,NA,NA,NA
GCF_003355135.1_ASM335513v1,NA,soil,Soil
GCF_009671025.1_ASM967102v1,NA,leaf,Plants
GCF_000018825.1_ASM1882v1,NA,NA,NA
GCF_000295695.2_ASM29569v2,cow,cow carcass,Livestock
GCF_000367585.2_ASM36758v2,NA,NA,NA
GCF_007833295.1_ASM783329v1,Dairy cow,milk from dairy cow with acute mastitis,Livestock
GCF_004919185.1_ASM491918v1,Homo sapiens,NA,Humans
GCF_002983965.1_ASM298396v1,Homo sapiens,Stool,Humans
GCF_007954545.1_ASM795454v1,NA,kimchi,Food
GCF_007923125.1_ASM792312v1,NA,Raw duck meat,Food
GCF_003948305.2_ASM394830v2,Homo sapiens,blood,Humans
GCF_001746425.1_ASM174642v1,NA,soil,Soil
GCF_001595745.2_ASM159574v2,Homo sapiens,urine,Humans
GCF_000832585.1_ASM83258v1,cat,NA,Livestock
GCF_012935145.1_ASM1293514v1,Homo sapiens,blood,Humans
GCF_003074075.1_ASM307407v1,NA,NA,NA
GCF_013488105.1_ASM1348810v1,Sus scrofa domestica,brain,Livestock
GCF_009832805.1_ASM983280v1,Potato,tuber,Agriculture
GCF_000988605.1_ASM98860v1,Bos taurus,eye swab,Livestock
GCF_005491085.2_ASM549108v2,NA,air,Terrestrial
GCF_003718655.1_ASM371865v1,NA,NA,NA
GCF_001483145.1_ASM148314v1,Homo sapiens,Endotracheal secretions,Humans
GCF_001288285.1_ASM128828v1,NA,apple tree,Agriculture
GCF_007107525.1_ASM710752v1,Homo sapiens,NA,Humans
GCF_000151105.2_ASM15110v2,NA,NA,NA
GCF_900250045.1_CBM2623,NA,NA,NA
GCF_000017305.1_ASM1730v1,NA,NA,NA
GCF_000300235.2_ASM30023v2,NA,NA,NA
GCF_007035805.1_ASM703580v1,NA,water,Freshwater
GCF_002983685.1_ASM298368v1,Homo sapiens,Blood culture from a patient in France,Humans
GCF_000367625.2_ASM36762v2,NA,NA,NA
GCF_008931485.1_ASM893148v1,Homo sapiens,clinical sample,Humans
GCF_002109365.1_ASM210936v1,NA,Base of single tree in sidewalk along Rollins Rd. Evidence of many dogs; Boston; Mass,Human-impacted
